Африк	Afrika
Америк дахь дэлхийн өвүүд	Verdensarven i Amerika
Сэмми Амеоби	Sammy Ameobi
Их элсэн цөл	Store sandørken
Том Сойерын адал явдал	Tom Sawyer
Ляодун хойг	Liaodonghalvøya
Тархи хөдлөх	Hjernerystelse
Петровын хамгаалалт	Russisk forsvar
Оклэндийн арлууд	Aucklandøyene
Кристоф Иннерхофер	Christof Innerhofer
Чөлөөт бөх	Fristil-bryting
Систем администратор	Systemadministrator
Бие даагч	Partiløs politiker
Теософийн Нийгэмлэг	Teosofisk samfunn
Дэлхийн энхтайвны илтгэцүүр	Fredsindeks
Копетдаг	Kopet Dag
Т-54/55	T-55
Дедрик Бойата	Dedryck Boyata
Луис Густаво Диас	Luiz Gustavo
Гари Медель	Gary Medel
2006 оны Азийн наадам	Asialekene 2006
Аполо Оно	Apolo Anton Ohno
Холбоотны эвсэл	De allierte (andre verdenskrig)
Дакка муж	Dhaka (divisjon)
Тэдун мөрөн	Taedong (elv)
Кадебай аймаг	Gədəbəy (distrikt)
Агсу аймаг	Ağsu (distrikt)
Бейлеган аймаг	Beyləqan (distrikt)
Билесувар аймаг	Biləsuvar (distrikt)
Балакен аймаг	Balakən (distrikt)
Барде аймаг	Bərdə (distrikt)
Тольт солбинхушуут	Båndkorsnebb
Грекийн сагсан бөмбөгийн үндэсний шигшээ баг	Hellas' herrelandslag i basketball
Наказава Юүжи	Yuji Nakazawa
Мэкэле	Mekele
Су-33	Sukhoj Su-33
Сайшаалт ерөөлт	Jiaqing-keiseren
Чамайг даа	Nu, pogodi!
Cosmopolitan сэтгүүл	Cosmopolitan (magasin)
Өмнөд Америкийн далайн арслан	Søramerikansk sjøløve
Хартолгой хөмрөг	Svarthodespurv
Сэжу ван	Sejo av Joseon
Тэжу (Курё)	Taejo av Goryeo
Төр Гэрэлт	Daoguang-keiseren
Давид Лафата	David Lafata
Түгээмэл Элбэгт	Xianfeng-keiseren
Виллиам Камерон Маккүүл	William C. McCool
Демаратус	Demaratos
Тони Пулис	Tony Pulis
Кристофер Самба	Christopher Veijeany Samba
Квинтон Форчюн	Quinton Fortune
Стивен Уорд	Stephen Ward
Андрей Михневич	Andrej Mikhnevitsj
Ян Крокер	Ian Crocker
Мэттью Этерингтон	Matthew Etherington
Гэри Колдуэлл	Gary Caldwell
Майер Принштайн	Meyer Prinstein
Тэд Ньюжент	Ted Nugent
VI Магнус (Норвегийн хаан)	Magnus Lagabøte
Стивен Рид	Steven Reid
Эрки Ноол	Erki Nool
Алексей Швед	Aleksej Sjved
Руни бичиг	Orkhoninskripsjonene
Хабибулла Хан	Habibullah Khan
Чампасак аймаг	Champasack (provins)
Софиан Фегули	Sofiane Feghouli
Като Томосабүро	Katō Tomosaburō
Шарэлэгт хөмрөг	Sibirspurv
Василь Быков	Vasil Bykaw
Кен Доэрти	Ken Doherty
Белги	Belgae
Накамүра Хикарү	Hikaru Nakamura
Яков Фак	Jakov Fak
Ан-24	Antonov An-24
Эрик Ламела	Erik Lamela
Марко Верратти	Marco Verratti
Батна	Batna
Минамата өвчин	Minamata-sykdom
Динамо	Dynamo
1996 оны олимпийн бөх	Bryting under Sommer-OL 1996
Нобелийн шагналтнуудын нэрс	Liste over nobelprisvinnere
Африкийн Хөгжлийн Банк	Afrikabanken
Начо Монреаль	Nacho Monreal
Марк Вильмотс	Marc Wilmots
Ча Бом-гөнь	Cha Bum-kun
Тэс сум	TES
Фронт	Front
Локомотив (салаа утга)	Lokomotiv (andre betydninger)
Армин Цоггелер	Armin Zöggeler
Өнөөдөр	I dag
Жорес Окор	Jores Okore
Ку Жа Чоль	Koo Ja-cheol
Тони Эбботт	Tony Abbott
Кайри Ирвинг	Kyrie Irving
Фрейзер Форстер	Fraser Forster
Гари Невилл	Gary Neville
Адам Сайтиев	Adam Sajtijev
Деян Ловрен	Dejan Lovren
Сим де Йонг	Siem de Jong
Хелен Миррен	Helen Mirren
Вангелис Морас	Vangelis Moras
Самуэль Инкум	Samuel Inkoom
Чон Сон-рён	Jung Sung-ryong
Тимми Симонс	Timmy Simons
Мажид Бугерра	Madjid Bougherra
Адам Мэттьюз	Adam Matthews
Карлос Павон	Carlos Pavón
Эмилио Исагирре	Emilio Izaguirre
Адель Таарабт	Adel Taarabt
Патрик Уилсон	Patrick Wilson
Адама Кулибали	Adama Coulibaly
Назрет	Nazret
Шингэрүүлсэн нефтийн хий	LPG
Евгений Устюгов	Jevgenij Ustjugov
Николя Батюм	Nicolas Batum
Тьяго Сплиттер	Tiago Splitter
Тимофей Мозгов	Timofej Mozgov
Роб Маршалл	Rob Marshall
Жо Жордан	Joe Jordan
Тедди Ринер	Teddy Riner
Ли Бойер	Lee Bowyer
Матьяж Кек	Matjaž Kek
Найдангийн Түвшинбаяр	Najdangijn Tÿvsjinbajar
Богд хаан	Bogd Khan
Дуудлага (радио холбоо)	Kallesignal
Питер Роно	Peter Rono
Аделина Сотникова	Adelina Sotnikova
Виейринья	Vieirinha
Мохаммед Надир Шах	Mohammed Nadir Shah
Александр Кучер	Oleksandr Kutsjer
II Мутеса	Mutesa II av Buganda
Ким Нам-иль	Kim Nam-il
Жерар Деулофеу	Gerard Deulofeu
Жексон Мартинес	Jackson Martínez
Хань Сын-сү	Han Seung-soo
Негассо Гидада	Negasso Gidada
Хоэль Кэмпбелл	Joel Campbell
Хосе Саломон Рондон	José Salomón Rondón
Том Хитон	Tom Heaton
Кевин де Брёйне	Kevin De Bruyne
Даниел Субашич	Danijel Subašić
Хашим Табит	Hasheem Thabeet
Карлос Гурпеги	Carlos Gurpegui
Жефф Грин	Jeff Green (basketballspiller)
Адмир Мехмеди	Admir Mehmedi
Мартен Фуркад	Martin Fourcade
Ричард Томпсон	Richard Thompson (friidrettsutøver)
Пабло Прижиони	Pablo Prigioni
Фернандо Сантош	Fernando Manuel Costa Santos
Амадо Гевара	Amado Guevara
Сеяд Салихович	Sejad Salihović
Кристиан Боланьос	Christian Bolaños
Дарио Колонья	Dario Cologna
Виктор Рубан	Viktor Ruban
Андерс Бардаль	Anders Bardal
Зах зээлийн сегментчлэл	Segmentering (marked)
Маттиас Майер	Matthias Mayer
Энтони Ванден Борре	Anthony Vanden Borre
Андерсон Варежао	Anderson Varejão
Борис Немцов	Boris Nemtsov
Фабиано Каруана	Fabiano Caruana
Фабиан Орельяна	Fabián Orellana
Жордан Айю	Jordan Ayew
Шаштин Марианна	Marianna Sastin
Ким Бу-гён	Kim Bo-kyung
Хамес Родригес	James Rodríguez
Кужун ван (Курё)	Gojong av Goryeo
Теофило Гутьеррес	Teófilo Gutiérrez
Бургас аймаг	Burgas oblast
Мухамед Бешич	Muhamed Bešić
Гулаг олтриг	Gulag-arkipelet
Тедди Тамго	Teddy Tamgho
Вильфрид Бони	Wilfried Bony
Адриан Рамос	Adrián Ramos
Жо Ледли	Joe Ledley
Магнус Моан	Magnus Moan
Уэйн Раутлеж	Wayne Routledge
2016 оны өсвөрийн өвлийн олимп	Vinter-OL for ungdom 2016
Пабло Армеро	Pablo Armero
Альбин Экдаль	Albin Ekdal
Геннадий Авдеенко	Gennadij Avdejenko
Жи Дон Вон	Ji Dong-won
Ян Вэй	Yang Wei (turner)
Ральф Рөүз	Ralph Rose
Стивен Брэдбури	Steven Bradbury
Як-17	Jakovlev Jak-17
Эльнур Маммадли	Elnur Mammadli
Крис Брант	Chris Brunt
Ромас Убартас	Romas Ubartas
Ровшан Байрамов	Rövşən Bayramov
Франсиско Карбахал	Francisco Carvajal
Оно Такаши	Takashi Ono
Мамо Волде	Mamo Wolde
Энхбатын Бадар-Ууган	Enkhbatyn Badar-Uugan
Семён Фарада	Semjon Farada
Артур Блэйк	Arthur Blake
Далибор Стеванович	Dalibor Stevanovič
Жон Акий-Буа	John Akii-Bua
Рожер Жонсон	Roger Johnson
Йон Гвидетти	John Guidetti
Гленн Клоуз	Glenn Close
Жоржиньо Вейналдум	Georginio Wijnaldum
Жонатан де Гузман	Jonathan de Guzmán
Жалилабад аймаг	Cəlilabab (distrikt)
Линьи	Linyi (Shandong)
Жоан Карлос де Оливейра	João Carlos de Oliveira
Хужанд	Khujand
Кайл Корвер	Kyle Korver
Венсан Же	Vincent Jay
Му Тэ-бом	Mo Tae-bum
Табо Сефолоша	Thabo Sefolosha
Тэжу ван	Taejo av Joseon
Когурёогийн Донмёнсён	Dongmyeong av Goguryeo
Суицүкү Шинго	Shingo Suetsugu
Чинь Жун-у	Jin Jong-oh
Оуэн Койл	Owen Coyle
Илиас Илиадис	Ilias Iliadis
Маттиа Де Шильо	Mattia De Sciglio
Лос Аламосын Үндэсний Лабратори	Los Alamos National Laboratory
Ионас Валанчюнас	Jonas Valančiūnas
Мохамед Диаме	Mohamed Diamé
Чуранди Мартина	Churandy Martina
Алекс Стэпни	Alex Stepney
Орд	Orda Khan
Доргон	Dorgon
Икэда Кикүнаэ	Kikunae Ikeda
Маттиа Дестро	Mattia Destro
Маркус Хельнер	Marcus Hellner
Фань Бинбин	Fan Bingbing
Тед Денсон	Ted Danson
Андерс Якобсен	Anders Jacobsen (skihopper)
Роберто Каммарелле	Roberto Cammarelle
Пьер Кинон	Pierre Quinon
Андрей Абдувалиев	Andrej Abduvalijev
Жэффри Баттл	Jeffrey Buttle
Oasis	Oasis
2004 оны Америкийн Гран При	USAs Grand Prix 2004
Паксе	Pakse
Нью-Жоржиа арлууд	Ny-Georgia-øyene
Лукаш Залуска	Łukasz Załuska
Кристоф Зуман	Christoph Sumann
Барилгажилт	Bygge- og anleggsnæringen
Галактикийн байршлын систем	Galaktisk koordinatsystem
Владимир Канайкин	Vladimir Kanajkin
Бирюса	Birjusa
Токио Хотел	Tokio Hotel
Эммануэль Адебайор	Emmanuel Adebayor
Африк бүргэд	Afrikahaukørn
Шабран аймаг	Şabran (distrikt)
Ангилал:Бельгийн жүдочид	Kategori:Belgiske judoka
Боржек Дочкал	Bořek Dočkal
Сонгодог бөхийн барилдаан	Gresk-romersk bryting
Ахемены улс	Akamenide-dynastiet
Ми Сон	Mỹ Sơn
Шунхан цэгцүүхэй	Polarsisik
Шөвгөр цахлай	Smalnebbmåke
Матай	Evangeliet etter Matteus
Олимпийн уран гулгалтын тэмцээн	Kunstløp under OL
Аг балгас	Aginskoje
Майкл Жей Фокс	Michael J. Fox
Барри Хокинс	Barry Hawkins
Аймак	Aimagh
Зимбабвегийн Ерөнхийлөгч	Liste over Zimbabwes presidenter
Капролактам	Kaprolaktam
Орхон (салаа утга)	Orkhon
Тэлүгү	Teluguer
Ватабэ Акито	Akito Watabe
Конно Акицүгү	Akitsugu Konno
Аксу тойрог	Aksu (Xinjiang)
Монацит	Monazitt
Нана (анимэ)	Nana (manga)
Руандагийн иргэний дайн	Borgerkrigen i Rwanda
Орхимжит хөмрөг	Kastanjespurv
Аль-Фарук Амину	Al-Farouq Aminu
Луиш Нето	Luís Carlos Novo Neto
Максим Гоналон	Maxime Gonalons
Як-141	Jakovlev Jak-41
Микаэль Кингсбери	Mikaël Kingsbury
Асмир Бегович	Asmir Begović
Шинэ Зеландын далайн арслан	New Zealand-sjøløve
Ольга Вилухина	Olga Vilukhina
Пак Сын Хи	Park Seung-hi
Алтан хан	Altan Khan
Лукас Билья	Lucas Biglia
Жереми Морель	Jérémy Morel
Давид Оспина	David Ospina
Александр Качаниклич	Alexander Kačaniklić
Гастон Рамирес	Gastón Ramírez
Жек Корк	Jack Cork
Мария Гроздева	Marija Grozdeva
Бакари Коне	Bakary Koné
Хуучин Барга хошуу	Gamle Bargubanner
Иорин тер Морс	Jorien ter Mors
Сон Хын Мин	Son Heung-min
Ноэль Вальядарес	Noel Valladares
Арнд Пайффер	Arnd Peiffer
Стивен Нейсмит	Steven Naismith
Стивен Н'Зонзи	Steven N'Zonzi
Пётр Малаховский	Piotr Małachowski
Ола Виген Хаттестад	Ola Vigen Hattestad
Ли Чон Су	Lee Jung-su
Марина Черкасова	Marina Tsjerkasova
Деби Томас	Debi Thomas
Отрядын Гүндэгмаа	Otryadyn Gündegmaa
Сюзан Коррок	Susan Corrock
Дебби Вилкес	Debbi Wilkes
Карин Клейбёкер	Carien Kleibeuker
Максим Шабалин	Maksim Sjabalin
Ратчанок Интанон	Ratchanok Inthanon
Грег Фостер	Greg Foster
Христо Марков	Khristo Markov
Рольф Даннеберг	Rolf Danneberg
Йозеф Шмидт	Józef Szmidt
Скотт Данн	Scott Dann
Вилиам Шройф	Viliam Schrojf
Предраг Жоржевич	Predrag Đorđević
Лерой Баррелл	Leroy Burrell
Фроде Эстил	Frode Estil
Ёхан Ремен Эвенсен	Johan Remen Evensen
Ким Жэ-бом	Kim Jae-bum
Педро Дуке	Pedro Duque
Артур Партыка	Artur Partyka
Ангилал:Түүхийн сэдвүүд	Kategori:Historie etter tema
Элвин Харрисон	Alvin Harrison
Себастьян Миля	Sebastian Mila
Хьетиль Янсруд	Kjetil Jansrud
Фүкүши Каёко	Kayoko Fukushi
Алшаа аймаг	Alxa
Франциск пап	Frans (pave)
Амаду Диа Ба	Amadou Dia Ba
Сенад Лулич	Senad Lulić
Клоэ Дюфур-Лапуант	Chloé Dufour-Lapointe
Жуан Жезус	Juan Jesus
Антуан Гризманн	Antoine Griezmann
Йонас Йеребко	Jonas Jerebko
Алехандро Сабелья	Alejandro Sabella
Александр Билодо	Alexandre Bilodeau
Тиагу Камилу	Tiago Camilo
Петер Превц	Peter Prevc
Алессио Черчи	Alessio Cerci
Литани гол	Litani (elv)
Орибе Перальта	Oribe Peralta
Сюй Мэнтао	Xu Mengtao
Эрнесто Канто	Ernesto Canto
Жабраил аймаг	Cəbrayıl (distrikt)
Дашкесан аймаг	Daşkəsən (distrikt)
Чиро Иммобиле	Ciro Immobile
Билли Эллиот	Billy Elliot
Жюстин Дюфур-Лапуант	Justine Dufour-Lapointe
Пан Вэй	Pang Wei
Фернандиньо	Fernando Luiz Roza
Уогга-Уогга	Wagga Wagga
Диего Коста	Diego Costa
Барисал муж	Barisal (divisjon)
Стивен Жерард	Steven Gerrard
Виктор Ваньяма	Victor Wanyama
Майк Уильямсон	Mike Williamson
Анна Мельниченко	Hanna Melnytsjenko
Тамын хүү (кино)	Hellboy (film)
Юлия Жима	Julija Dzjyma
Виктор Бернардес	Víctor Bernárdez
