Àfrica	Afrika
Omloop Het Nieuwsblad	Omloop Het Nieuwsblad
Jacques Tardi	Jacques Tardi
Fort Myers	Fort Myers
Top Secret!	Top Secret!
Bernd Freytag von Loringhoven	Bernd Freytag von Loringhoven
Odoard I de Parma	Odoardo Farnese
Alois II de Liechtenstein	Alois II av Liechtenstein
Bojan Križaj	Bojan Križaj
Partit Comunista del Nepal (Maoista)	Nepals kommunistiske parti (maoistisk)
Brett Gurewitz	Brett Gurewitz
Vinko Puljić	Vinko Puljić
Dark Star	Dark Star – Stjernereisen
Grec àtic	Attisk gresk
Partit del Centre (Finlàndia)	Centern (Finland)
Campino	Andreas Frege
Eubalaena japonica	Stillehavskaper
Japanese Experiment Module	Japanese Experiment Module
Ofegament	Drukning
Louis Jolliet	Louis Jolliet
Polaritat química	Polaritet (kjemi)
Alberic II de Tusculum	Alberik II av Spoleto
ArchiCAD	ArchiCAD
Paulí de York	Paulinus av York
Municipi de Langeland	Langeland kommune
Pielonefritis	Pyelonefritt
Hiperplàsia benigna de pròstata	Godartet prostataforstørrelse
Antimilitarisme	Antimilitarisme
Fricativa palatal sorda	Ustemt palatal frikativ
Veurne	Veurne
Municipi de Næstved	Næstved kommune
Limburg (Lieja)	Limbourg (by)
Rijswijk	Rijswijk
Fórmula 3	Formel 3
Dret d'emmagatzematge	Stapelrett
Escaldat	Blanchering
Himeneu	Hymenaios
Mèmnon	Memnon
Michel Blavet	Michel Blavet
Ebonyi	Ebonyi
Casa Amatller	Casa Amatller
Fangataufa	Fangataufa
Amploia	Brisling
Marcos Antonio Serrano Rodríguez	Marcos Serrano
Clube Atlético Paranaense	Clube Atlético Paranaense
Fotoperiodisme (Fotografia)	Fotojournalistikk
Cronobiologia	Kronobiologi
Municipi de Herning	Herning kommune
Tour de França de 1903	Tour de France 1903
Òptica adaptativa	Adaptiv optikk
Signe de Babinski	Plantarrefleks
Károly Kerényi	Károly Kerényi
Arpegi	Arpeggio
Princesa Peach	Prinsesse Peach
Prosencèfal	Prosencephalon
Kranjska Gora	Kranjska Gora
Patinatge artístic als Jocs Olímpics d'hivern de 1972	Kunstløp under Vinter-OL 1972
Yuichiro Nagai	Yuichiro Nagai
Smallingerland	Smallingerland
Omertà	Omertà
L'ou o la gallina	Høna og egget
Mullaitivu	Mullaittivu
Novartis	Novartis
Alexandre Angelico	Alexandre-Angélique de Talleyrand-Périgord
Partit Popular Danès	Dansk Folkeparti
The Best of Michael Jackson	The Best of Michael Jackson
Atractor	Attraktor
Francisco Alcácer García	Francisco Alcácer
Moldàvia al Festival de la Cançó d'Eurovisió	Moldova i Eurovision Song Contest
Pes superpesant	Super tungvekt
Fatiga mecànica	Utmatting
Boridèirs	Bourideys
Sericossypha albocristata	Hvitkronetanagar
Bandai	Bandai
Hospital de la Santa Creu i Sant Pau	Hospital de Sant Pau
Control de creuer	Fartsholder
Lucas Alamán	Lucas Alamán
NASDAQ-100	NASDAQ-100
Roland TB-303	Roland TB-303
Bhakti	Bhakti
President de Libèria	Liste over Liberias presidenter
Apache Tomcat	Apache Tomcat
Taxa Interna de Rendibilitat	Internrente
Kal Ho Naa Ho	Kal Ho Naa Ho
Rochester (Kent)	Rochester (Kent)
Patinatge de velocitat als Jocs Olímpics d'hivern de 1976	Hurtigløp på skøyter under Vinter-OL 1976
Rafael Merry del Val y Zulueta-Wilcox	Rafael Merry del Val y Zulueta
Node orbital	Baneplanknute
Tolga	Tolga
Pedra d'esmolar	Brynestein
Os (Hedmark)	Os (Hedmark)
Treron sphenurus	Kilehalegrønndue
Nichi Vendola	Nichi Vendola
Libel·lúlid	Libeller
Central nuclear de Vandellòs	Vandellòs kjernekraftverk
Echoes	Echoes
Gran Premi d'Hongria del 2006	Ungarns Grand Prix 2006
Matèria de Bretanya	Britiske emner
Sicalis	Sicalis
Silvestre de Sacy	Silvestre de Sacy
Italo Montemezzi	Italo Montemezzi
Nehemiah Grew	Nehemiah Grew
Elionor de Châtellerault	Aénor de Châtellerault
Clements Markham	Clements Markham
Johan Peter Emilius Hartmann	J.P.E. Hartmann
Marcos Rojo	Marcos Rojo
Andrew Talansky	Andrew Talansky
Jakob Fuglsang	Jakob Fuglsang
Copa de Liechtenstein de futbol	Liechtensteins fotballcup
Hugo Campagnaro	Hugo Campagnaro
Ratpenat de bigotis	Skjeggflaggermus
Koutammakou	Koutammakou
Ida Cox	Ida Cox
Esgrima als Jocs Olímpics d'estiu de 1912	Fekting under Sommer-OL 1912
Municipi de Falkenberg	Falkenberg kommune
Luris	Lurere
Daniel Yaw Adjei	Daniel Adjei
Tour de Pequín 2012	Tour of Beijing 2012
Blel Kadri	Blel Kadri
Yvonne Mitchell	Yvonne Mitchell
La tempesta perfecta	Den perfekte stormen
Jean Baptiste Rochambeau	Jean-Baptiste Donatien de Vimeur
Billy Bragg	Billy Bragg
Port de Sóller	Port de Sóller
Nestor	Nestor (slekt)
Pes mosca	Fluevekt
Teófilo Stevenson	Teófilo Stevenson
Campionat del Món d'atletisme de 2009 - 10.000 metres masculins	VM i friidrett 2009 – 10 000 meter herrer
Robert de Sorbon	Robert de Sorbon
Didier Deschamps	Didier Deschamps
Partit Liberal Italià	Partito Liberale Italiano (1943–1994)
Efecte Flynn	Flynneffekten
Sofer	Soferim
Frank Lautenberg	Frank Lautenberg
Districte de Cayo	Cayo (distrikt)
Sacatepéquez	Sacatepéquez
Aukštaitija	Auksjtaitia
Enercon	Enercon
Mariano Rampolla del Tindaro	Mariano Rampolla del Tindaro
Tro Bro Leon	Tro-Bro Léon
Aloha	Aloha
Puck	Puck
Shōnen Magazine	Weekly Shōnen Magazine
Jérémie-Jacques Oberlin	Jérémie Jacques Oberlin
Oscil·lació de neutrins	Nøytrinooscillasjon
Silva (riu)	Sylva (elv)
OpenVPN	OpenVPN
Prefectura d'Atenes	Athen (prefektur)
Yuki Otsu	Yuki Otsu
Calacirya	Calacirya
Rohan Dennis	Rohan Dennis
Borrell II	Borrell II, greve av Barcelona
Silkroad Online	Silkroad Online
Mar de Davis	Davishavet
Llei de l'àrea metropolitana d'Hamburg	Loven om Stor-Hamburg
Johann Philipp Bach	Johann Philipp Bach
Juan Guillermo Cuadrado	Juan Guillermo Cuadrado
Aleró	Balanseror
Vitalians	Vitaliebrødrene
Emberizoides	Emberizoides
Xatrac antàrtic	Sørhavsterne
Bart de Clercq	Bart De Clercq
Silinges	Silinger
Lincent	Lincent
Andrews (Texas)	Andrews (Texas)
Susceptància	Suseptans
Campionat del Món d'atletisme de 1983	VM i friidrett 1983
Llista de sobirans de l'Afganistan	Liste over Afghanistans ledere
Roger Walkowiak	Roger Walkowiak
Andrey Amador Bikkazakova	Andrey Amador
Províncies del Perú	Provinser i Peru
Rosa del desert	Ørkenrose
Daniel Carlsson	Daniel Carlsson
Alejandro Casañas Ramírez	Alejandro Casañas
Pont de l'amistat Afganistan-Uzbekistan	Den afghansk-usbekiske vennskapsbro
Víctor Sada i Remisa	Víctor Sada
Thomas Rohregger	Thomas Rohregger
Copa de la UEFA 1995-1996	UEFA-cupen 1995/96
Triatló als Jocs Olímpics d'estiu de 2004	Triatlon under Sommer-OL 2004
Trollheimen	Trollheimen
Avalònia	Avalonia
Daigo Fukuryu Maru	«Daigo Fukuryū Maru»
Ynglingasaga	Ynglingesagaen
Pablo Sarabia García	Pablo Sarabia
Soc (mercat)	Souk
Gens Júlia	Julia (gens)
Estret de Balabac	Balabac-stredet
Iridosornis	Iridosornis
Paul Theroux	Paul Theroux
Speakers' Corner	Speakers' Corner
Carlo Andrea Pozzo di Borgo	Carlo Andrea Pozzo di Borgo
Colom imperial de Pinon	Ducula pinon
Símbol de la pau	Fredssymboler
Llista d'asteroides/1001–1100	Liste over nummererte småplaneter/1001–1100
Crematística	Krematistikk
Contraindicació	Kontraindikasjon
Patinatge de velocitat als Jocs Olímpics d'hivern de 1988	Hurtigløp på skøyter under Vinter-OL 1988
Primer Ministre de Cap Verd	Liste over Kapp Verdes statsministre
Omagh	Omagh
Marina israeliana	Heyl Ha'Yam
Tour del Mediterrani	Tour Méditerranéen
Mauricie	Mauricie
Volta a Bèlgica	Belgia rundt
Jacopo Sannazaro	Jacopo Sannazaro
Kuurne-Brussel·les-Kuurne	Kuurne–Brussel–Kuurne
Vasodilatació	Vasodilator
Abaixa el cap, maleït!	A Fistful of Dynamite
Hu Xiansu	Hu Xiansu
Cromosoma 19	Kromosom 19
Calopterígid	Praktvannymfer
Municipi de Roskilde	Roskilde kommune
Richard Madden	Richard Madden
Brussels Cycling Classic	Brussels Cycling Classic
Rangers de Texas	Texas Ranger Division
Dzūkija	Dzūkija
Síndrome de la triple X	XXX-syndrom
Municipi de Guldborgsund	Guldborgsund kommune
Copa gal·lesa de futbol	Welsh Cup
Griot	Griot
Déu del Sol	Solgud
Artritis psoriàsica	Psoriasis artritt
Colitx	Engsmelle
Royal National Theatre	Royal National Theatre
Metrovalència	Valencias metro
Municipi de Hjørring	Hjørring kommune
Tenneville	Tenneville
Isoglossa centum-satem	Centum-satem-isoglossen
Federació Internacional de Culturisme i Fitness	Det internasjonale forbundet for kroppsbygging og fitness
Dinastia XXIX d'Egipte	29. egyptiske dynasti
Classificació de la Copa del Món de futbol 2010-CONMEBOL	Kvalifisering til VM i fotball 2010 (CONMEBOL)
Harry Stenqvist	Harry Stenqvist
Municipi de Brønderslev	Brønderslev kommune
Dimidiochromis	Dimidiochromis
Kevin Martin	Kevin Martin
Martyrium	Martyrium
John Bull	John Bull (komponist)
La Vanguardia	La Vanguardia
Colonsay	Colonsay
Municipi de Helsingør	Helsingør kommune
Marea viva	Springflo
Batalla del Mont Gaurus	Slaget ved Mons Gaurus
L'assassí implacable	Skyt Carter
Hoquei sobre gel als Jocs Olímpics d'hivern de 1932	Ishockey under Vinter-OL 1932
Tiree	Tiree
Piràmides de Núbia	Nubiske pyramider
Pulque	Pulque
Rubén Rochina i Naixes	Rubén Rochina
Handbol als Jocs Olímpics d'estiu de 1980	Håndball under Sommer-OL 1980
Columba larvata	Trolldue
Nairo Alexander Quintana Rojas	Nairo Quintana
Motí	Mytteri
Matteo Rabottini	Matteo Rabottini
Andris Šķēle	Andris Šķēle
Moreno Moser	Moreno Moser
Jökulsárlón	Jökulsárlón
Municipi de Rudersdal	Rudersdal kommune
Municipi de Vesthimmerland	Vesthimmerlands kommune
Mauke	Mauke
Patinatge de velocitat als Jocs Olímpics d'hivern de 1980	Hurtigløp på skøyter under Vinter-OL 1980
Bert Grabsch	Bert Grabsch
Christopher Horner	Chris Horner
Municipi de Horsens	Horsens kommune
Història de Cap Verd	Kapp Verdes historie
Duc pescador de Pel	Storflodugle
Francisco Javier Errázuriz Ossa	Francisco Javier Errázuriz Ossa
Changbai	Changbaifjellene
Ippolito Rosellini	Ippolito Rosellini
Melòdica	Melodika
Lord Protector	Lord Protector
Itinerari d'Antoní	Itinerarium Antonini
Districte de Corozal	Corozal (distrikt)
Gocta	Goctafossen
Ievguénia Romaniuta	Jevgenija Romanjuta
Century Child	Century Child
Fernando San Emeterio	Fernando San Emeterio
Holandès	Hollandsk (dialekt)
Llista d'escriptors africans	Liste over afrikanske forfattere
Llista de zoòlegs per abreviatura de cognoms	Autor for zoologi
Municipi de Randers	Randers kommune
Mont Orohena	Orohena
Índex de Pearl	Pearl index
Municipi de Mariagerfjord	Mariagerfjord kommune
Municipi de Hørsholm	Hørsholm kommune
Alfredo Astiz	Alfredo Astiz
Municipi de Favrskov	Favrskov kommune
Municipi de Hvidovre	Hvidovre kommune
Colom verdós africà	Afrikagrønndue
Jim Sturgess	Jim Sturgess
Municipi de Syddjurs	Syddjurs kommune
Tutuix I	Tutush I
Municipi d'Ikast-Brande	Ikast-Brande kommune
HMS Erebus (1826)	HMS «Erebus» (1826)
Marabú africà	Marabustork
Anthony Roux	Anthony Roux
Columba arquatrix	Gulbrilledue
Domènec Balmanya i Perera	Domènec Balmanya
Jörg Jaksche	Jörg Jaksche
Handbol als Jocs Olímpics d'estiu de 1984	Håndball under Sommer-OL 1984
Dai Sijie	Dai Sijie
Civeta de palmera africana	Afrikansk palmeruller
Plutó (geologia)	Dypbergart
Shane Archbold	Shane Archbold
Yoshio Okada	Yoshio Okada
Franz Xaver Gruber	Franz Xaver Gruber
Duc africà	Flekkhubro
Municipi de Samsø	Samsø kommune
Andromèdides	Andromedidene
Fiódor Okhlópkov	Fjodor Okhlopkov
Marek Janowski	Marek Janowski
Hoquei sobre gel als Jocs Olímpics d'estiu de 1920	Ishockey under Sommer-OL 1920
Groen	Groen
Djalita	La Galite
Shigeo Yaegashi	Shigeo Yaegashi
Bernt Johansson	Bernt Johansson
Cheondoisme	Cheondoisme
Quatre dies de Dunkerque	Firedagers i Dunkerque
Murat (Tarn)	Murat-sur-Vèbre
Natació sincronitzada als Jocs Olímpics d'estiu del 2000	Synkronsvømming under Sommer-OL 2000
Putscheid	Putscheid
Anous	Noddyer
Marco Fertonani	Marco Fertonani
Tour de França de 1935	Tour de France 1935
Comerç de l'antiga Roma amb l'Índia	Romersk handel med India
Konyaspor Kulübü	Konyaspor
Kazenga LuaLua	Kazenga LuaLua
Jesé Rodríguez Ruiz	Jesé Rodríguez
Abadia de Vadstena	Vadstena kloster
Còtid	Ulkefamilien
E641	Europavei 641
Cantàrid	Bløtvinger
Jefferson de Oliveira Galvão	Jefferson de Oliveira Galvão
Attilio Pavesi	Attilio Pavesi
Isòton	Isoton
Festa del sacrifici	Id al-adha
Granit Xhaka	Granit Xhaka
Yisrael Betenu	Yisrael Beitenu
Dolph Schayes	Dolph Schayes
Eigg	Eigg
Tubuai	Tubuai
Hastière	Hastière
Homenatge a Catalunya	Homage to Catalonia
L'esperit de les lleis	Lovenes ånd
Municipi de Ringkøbing-Skjern	Ringkøbing-Skjern kommune
Cacatua de les nimfes	Nymfeparakitt
Christopher Miles Boardman	Chris Boardman
Nus de sang	Blodknute
Municipi de Vallensbæk	Vallensbæk kommune
Contrapposto	Kontrapost
Lutecià	Lutetium i eocen
Aneirin	Aneirin
Magnus Bäckstedt	Magnus Bäckstedt
Giuseppe Sammartini	Giuseppe Sammartini
Esgrima als Jocs Olímpics d'estiu de 1952	Fekting under Sommer-OL 1952
Skíathos	Skiathos
Margao	Margao
Atletisme als Jocs Olímpics d'estiu de 1948	Friidrett under Sommer-OL 1948
Agapornis	Dvergpapegøyer
Principi de precaució	Føre-var-prinsippet
For Whom the Bell Tolls (pel·lícula)	Klokkene ringer for deg (film)
Osorkon I	Osorkon I
Llengües retoromàniques	Retoromanske språk
Gessamí comú	Jasminum officinale
Guerrilla Girls	Guerrilla Girls
Asse	Asse
Květa Pacovská	Květa Pacovská
Teresa Żylis-Gara	Teresa Żylis-Gara
Taígetos	Taygetos
Publi Ostori Escàpula	Publius Ostorius Scapula
Yoshio Kikugawa	Yoshio Kikugawa
Age of Empires: The Rise of Rome	Age of Empires: The Rise of Rome
Armes parlants	Talende våpen
Seiryu	Den blå drage
Oportunitat	Odds
Roberto Pruzzo	Roberto Pruzzo
Producció primària	Primærproduksjon
Jack Bobridge	Jack Bobridge
Triangle hivernal	Vintersekskanten
Municipi de Hedensted	Hedensted kommune
Jac Nelleman	Jac Nelleman
Michele Frangilli	Michele Frangilli
Tobias Ludvigsson	Tobias Ludvigsson
Nau (vaixell)	Nef
Ocell caputxí	Kapusinerkotinga
Johnny Van Zant	Johnny Van Zant
Estela de Tel Dan	Tel Dan-stelen
Alain de Benoist	Alain de Benoist
Aití	Dykkender
Penetrància	Penetrans
Patinatge de velocitat als Jocs Olímpics d'hivern de 1998	Hurtigløp på skøyter under Vinter-OL 1998
Patinatge de velocitat als Jocs Olímpics d'hivern de 2010 - Persecució per equips femenina	Hurtigløp på skøyter under Vinter-OL 2010 – Lagtempo damer
Carles Roca i Portolés	Carlos Roca
Tangerina	Tangerin
Heiligenhafen	Heiligenhafen
Shan shui	Shan shui
Bestiari d'Aberdeen	Aberdeen-bestiariene
Llista de déus grecs	Greske guder
Esquí alpí als Jocs Olímpics d'hivern de 1992	Alpine grener under Vinter-OL 1992
Brunsbüttel	Brunsbüttel
Tractat de Berlín (1921)	Traktaten i Berlin, 1921
SaarLorLux	SaarLorLux
Bec de tisora negre	Amerikasaksenebb
Walton Goggins	Walton Goggins
Walton Eller	Walton Eller
Faya-Largeau	Faya-Largeau
Edifici de la Bauhaus	Bauhaus Dessau
Alemanys de Jutlàndia Meridional	Tyskere i Nord-Slesvig
Francbord	Fribord
André Auffray	André Auffray
Rubén Gallego	Rubén Gallego
Èsnid	Mosaikkøyestikkere
André Ayew	André Ayew
Mantell (roba)	Kappe (plagg)
Aeroport Internacional de Liepāja	Liepāja internasjonale lufthavn
Gran Premi de Singapur del 2011	Singapores Grand Prix 2011
Gerbillus	Ørkenmus
Auguste Franchomme	Auguste Franchomme
Andrena	Sandbier
Ralph Metcalfe	Ralph Metcalfe
Romeo and Juliet (pel·lícula de 1968)	Romeo og Julie (1968)
Comandància	Kommanderi
Dafydd ap Gwilym	Dafydd ap Gwilym
Rogers Arena	Rogers Arena
Mafalda (còmic)	Mafalda
La campanya de les Cent Flors	Hundre blomster-kampanjen
Republicanisme irlandès	Irsk republikanisme
Live-action	Realfilm
Dimoni gros	Dyphavsabbor
Jaime Nielsen	Jaime Nielsen
Equip Unificat	SUS under OL
Melanodera	Melanodera
Torneig de Roland Garros 1993	French Open 1993
Eizō Kenmotsu	Eizo Kenmotsu
Mussolet de collar	Janusugle
Juan Manuel Asensi Ripoll	Juan Manuel Asensi
Georg Preidler	Georg Preidler
Willis Augustus Lee	Willis Lee
Natació als Jocs Olímpics d'estiu del 2000	Svømming under Sommer-OL 2000
Punt G	G-punkt
Aeroport de Bèrgam-Orio al Serio	Orio al Serio lufthavn
Genappe	Genappe
Lacey Hearn	Lacey Hearn
Getting Better	Getting Better
Hordeum	Byggslekten
Paxillus involutus	Pluggsopp
Patinatge artístic als Jocs Olímpics d'estiu de 1920	Kunstløp under Sommer-OL 1920
Psittacula	Halsbåndparakitter
El gran falcó	Hudson Hawk
Ted Sorensen	Ted Sorensen
Otto Rehhagel	Otto Rehhagel
Richie Porte	Richie Porte
André Darrigade	André Darrigade
Mikko Kozarowitzky	Mikko Kozarowitzky
Jürgen Roelandts	Jürgen Roelandts
Charles Wegelius	Charles Wegelius
Cúrling als Jocs Olímpics d'hivern de 1998	Curling under Vinter-OL 1998
Iuri Krivtsov	Jurij Krivtsov
Josef Neckermann	Josef Neckermann
Rasbora borapetensis	Rødhalerasbora
San Javier (Uruguai)	San Javier (Uruguay)
Massacre de Sharpeville	Sharpeville-massakren
Hulshout	Hulshout
Prebost	Profoss
Eleccions legislatives italianes de 1987	Parlamentsvalget i Italia 1987
Acadèmia Sibelius	Sibelius-akademiet
Gordon Tullock	Gordon Tullock
STS-3	STS-3
André Gobert	André Gobert
Enrico Cecchetti	Enrico Cecchetti
Jean du Bellay	Jean du Bellay
Donkey Kong Country	Donkey Kong Country
Constant Djakpa	Constant Djakpa
Ourique	Ourique
Ligue 1 2007-08	Ligue 1 2007–2008
Arbellara	Arbellara
Pérez Castellanos	Castro Castellanos
Tahmurath	Tahmuras
Psiloïdeu	Sugere
Charles Gordon Fullerton	C. Gordon Fullerton
Vàlvula antiretorn	Tilbakeslagsventil
Anthony Berkeley Cox	Anthony Berkeley Cox
Wang Hao (atleta)	Wang Hao (friidrettsutøver)
Amor, boig i estúpid	Crazy, Stupid, Love.
Gemini 9A	Gemini 9A
North American Aviation	North American Aviation Inc.
Gavina corsa	Middelhavsmåke
Catedral de Wells	Wellskatedralen
Choral Public Domain Library	Choral Public Domain Library
Jeremain Lens	Jeremain Lens
Vernon Duke	Vernon Duke
Regne de Taungoo	Taungoo-dynastiet
Juan Nepomuceno Méndez Sánchez	Juan N. Méndez
Gymnocorymbus ternetzi	Svart tetra
Ull de llebre	Tempranillo
Al·lometria	Allometrisk vekst
Sistema hidràulic de l'Alt Harz	Øvre Harz vannreguleringssystem
André Jousseaume	André Jousseaume
Carles II de Borbó	Charles II de Bourbon
József Miksa Petzval	Josef Maximilian Petzval
Al-Wasl SC Dubai	Al Wasl FC
Vadim Demidov	Vadim Demidov
Medalles del Llarg Servei (Alemanya)	Wehrmacht tjenestemedalje
Wired	Wired
Golden Sun: Dark Dawn	Golden Sun: Dark Dawn
Martins Dukurs	Martins Dukurs
Calandrella	Calandrella
Willem Blaeu	Willem Janszoon Blaeu
Nakhon Pathom	Nakhon Pathom
Església de Jesucrist dels Sants dels Darrers Dies (Strangita)	Strangitter
Ratpenat fals	Trollflaggermus
Llengües txibtxa	Chibchanske språk
Districte d'Akola	Akola (distrikt)
Giovanni Battista Gaulli	Baciccia
Comtat de Xinye	Xinye
Ciclisme de muntanya	Stisykling
William Baumol	William Baumol
François-Louis Tremblay	François-Louis Tremblay
Conclave de 1958	Konklavet 1958
Precognició	Prekognisjon
Episcopi	Episkop
Ducula carola	Brynjekeiserdue
Julián Marías Aguilera	Julián Marías Aguilera
Frédéric Guesdon	Frédéric Guesdon
Mika Kaurismäki	Mika Kaurismäki
Eleccions legislatives italianes de 1994	Parlamentsvalget i Italia 1994
Freeganisme	Friganisme
Safranera de l’alfals	Vandregulvinge
Gant-Wevelgem 2008	Gent–Wevelgem 2008
Coure roent	Oransjegullvinge
Bandera de Rhode Island	Rhode Islands flagg
Huahine	Huahine
Kalevi Aho	Kalevi Aho
Baríton (instrument)	Baryton (strykeinstrument)
Francisco Robles Ortega	Francisco Robles Ortega
Mora (fonologia)	Mora (lingvistikk)
Angelo Comastri	Angelo Comastri
Nombre 135	135 (tall)
David Ray Griffin	David Ray Griffin
El missatger de la por	Ruterdame dreper
Lauren Ellis	Lauren Ellis
Bardenas Reales	Bardenas Reales
Google Images	Google Bildesøk
Cheikh Anta Diop	Cheikh Anta Diop
Nombre 137	137 (tall)
Håkan Mild	Håkan Mild
Ian Nepómniasxi	Jan Nepomnjasjtsji
Viatxeslav Ivanov	Vjatsjeslav Ivanov
Portulacàcia	Portulakkfamilien
Mattias Asper	Mattias Asper
Monasterevin	Monasterevin
La llista	Deception (film)
Víctor Manuel Bonilla Hinestroza	Víctor Bonilla
Minor Planet Center	Minor Planet Center
Combinada nòrdica als Jocs Olímpics	Kombinert under vinter-OL
Maxime Rodinson	Maxine Rodinson
Supercopa d'Europa de futbol 2004	UEFA Super Cup 2004
Metabòlit secundari	Sekundær metabolitt
Centre Bell	Centre Bell
Vár	Vår (gudinne)
Magnus de les Òrcades	Magnus Orknøyjarl
Steve Archibald	Steve Archibald
Luis Molowny Arbelo	Luis Molowny
Jón Ögmundarson	Jón Ögmundsson
Super Paper Mario	Super Paper Mario
Guor Marial	Guor Marial
Icosidodecàedre	Ikosidodekaeder
TT Illa de Man	Isle of Man TT
André Sainte-Laguë	André Sainte-Laguë
Babenberg	Huset Babenberg
Florí de les Antilles Neerlandeses	Antilliansk gylden
Stanislav Seman	Stanislav Seman
Ronny Weller	Ronny Weller
