Āfrika	Afrika
Kategorija:Kultūras vēsture	Kategori:Kulturhistorie
Kategorija:Reliģija Igaunijā	Kategori:Religion i Estland
Kategorija:Historiogrāfija	Kategori:Historiografi
Kategorija:Adatādaiņi	Kategori:Pigghuder
Kategorija:Mežsaimniecība	Kategori:Skogbruk
Kategorija:Gruzijas kalni	Kategori:Fjell i Georgia
Kategorija:Alpīnisti	Kategori:Fjellklatrere
Kategorija:Materiālzinātne	Kategori:Materialvitenskap
Kategorija:Planetārie miglāji	Kategori:Planetariske tåker
Kategorija:1997. gada grāmatas	Kategori:Bøker fra 1997
Kategorija:Vikipēdijas rakstu vednis	Kategori:Wikipedia artikkelveiviser
Kategorija:Renesanses gleznotāji	Kategori:Renessansemalere
Kategorija:Renesanses komponisti	Kategori:Renessansekomponister
Kategorija:Kinoakadēmijas balvas ieguvējas filmas	Kategori:Oscar for beste film
Kategorija:Redze	Kategori:Syn
Veidne:Pasaules čempionāts hokejā	Mal:Ishockey-VM
Kategorija:Vācijas aviācija	Kategori:Tysk luftfart
Kategorija:Amerikas Kinoakadēmijas balvas ieguvēji	Kategori:Oscar-vinnere
Kategorija:1922. gadā mirušie	Kategori:Dødsfall i 1922
Kategorija:Francijas pilsētas	Kategori:Byer i Frankrike
Kategorija:User nn-2	Kategori:Bruker nn-2
Veidne:Rakstu vednis	Mal:Artikkelveiviser
Kategorija:Polinēzija	Kategori:Polynesia
Kategorija:Novembris	Kategori:Dager i november
Kategorija:Vērtspapīri	Kategori:Verdipapir
Kategorija:Ukrainas cilvēki	Kategori:Ukrainere
Kategorija:BAFTA balva	Kategori:BAFTA
Kategorija:Antīko laiku filozofi	Kategori:Antikkens filosofer
Kategorija:Starptautiskie līgumi	Kategori:Internasjonale avtaler
Kategorija:Anglikāņu baznīca	Kategori:Den anglikanske kirke
Kategorija:Nīderlandes šahisti	Kategori:Nederlandske sjakkspillere
Kategorija:1954. gada grāmatas	Kategori:Bøker fra 1954
Kategorija:Nīderlandiešu astronomi	Kategori:Nederlandske astronomer
Kategorija:Nīderlandes matemātiķi	Kategori:Nederlandske matematikere
Kategorija:Bērnu literatūra	Kategori:Barnelitteratur
Kategorija:Nīderlandiešu fiziķi	Kategori:Nederlandske fysikere
Kategorija:Nīderlandes cilvēki pēc nodarbošanās	Kategori:Nederlendere etter beskjeftigelse
Kategorija:Nīderlandes mūziķi	Kategori:Nederlandske musikere
Kategorija:Nīderlandiešu filozofi	Kategori:Nederlandske filosofer
Kategorija:Nīderlandes sportisti	Kategori:Nederlandske sportsutøvere
Kategorija:Nīderlandes rakstnieki	Kategori:Nederlandske forfattere
Kategorija:1777. gadā mirušie	Kategori:Dødsfall i 1777
Kategorija:1793. gadā mirušie	Kategori:Dødsfall i 1793
Kategorija:1794. gadā mirušie	Kategori:Dødsfall i 1794
Kategorija:1703. gadā mirušie	Kategori:Dødsfall i 1703
Kategorija:1822. gadā mirušie	Kategori:Dødsfall i 1822
Kategorija:1549. gadā mirušie	Kategori:Dødsfall i 1549
Kategorija:1549. gads	Kategori:1549
Kategorija:1718. gads	Kategori:1718
Kategorija:1931. gadā mirušie	Kategori:Dødsfall i 1931
Kategorija:1827. gadā mirušie	Kategori:Dødsfall i 1827
Kategorija:Apvienotās Karalistes lidsabiedrības	Kategori:Britiske flyselskaper
Veidne:Ķeltu valodas	Mal:Keltiske språk
Kategorija:Fotogrāfi	Kategori:Fotografer
Kategorija:User ru-1	Kategori:Bruker ru-1
Kategorija:Burbonu dinastija	Kategori:Huset Bourbon
Veidne:TOClimit	Mal:TOClimit
Vikipēdija:Babel	Wikipedia:Babel
Kategorija:Arhitektūras elementi	Kategori:Bygningsdetaljer
Veidne:ANO valodas	Mal:FNs offisielle språk
Kategorija:Noziedzība	Kategori:Kriminalitet
Kategorija:Austriešu kinorežisori	Kategori:Østerrikske regissører
Kategorija:Eksperimenti	Kategori:Eksperimenter
Kategorija:1798. gadā mirušie	Kategori:Dødsfall i 1798
Kategorija:1829. gadā mirušie	Kategori:Dødsfall i 1829
Kategorija:1826. gadā mirušie	Kategori:Dødsfall i 1826
Kategorija:Dzelzceļa mašīnbūves uzņēmumi	Kategori:Selskaper som produserer jernbanemateriell
Veidne:Nepabeigts saraksts	Mal:Ufullstendig liste
Kategorija:1974. gada FIFA Pasaules kausa spēlētāji	Kategori:Spillere i Fotball-VM 1974
Kategorija:1799. gadā mirušie	Kategori:Dødsfall i 1799
Kategorija:1778. gadā mirušie	Kategori:Dødsfall i 1778
Veidne:SI	Mal:SI-enheter navboks
Veidne:OPEC	Mal:OPEC
Veidne:Novecojusi veidne	Mal:Utdatert mal
Kategorija:1547. gadā mirušie	Kategori:Dødsfall i 1547
Veidne:Palīdzības lapu galvene	Mal:Hjelpesider
Dzīvniekutis	Pels- og fjærlus
Veidne:User sv-1	Mal:Bruker sv-1
Kategorija:Ķīmiskie savienojumi	Kategori:Kjemiske forbindelser
Kategorija:Pasaules čempionāts biatlonā	Kategori:VM i skiskyting
Kategorija:1928. gada Vasaras Olimpisko spēļu dalībnieki	Kategori:Deltakere under Sommer-OL 1928
Kategorija:Francijas autosportisti	Kategori:Franske motorsportsutøvere
Kategorija:Austrālijas uzņēmumi	Kategori:Australske selskaper
Kategorija:1928. gada Vasaras Olimpiskās spēles	Kategori:Sommer-OL 1928
Kategorija:Panamas cilvēki	Kategori:Panamanere
Kategorija:Ģeometriskas figūras	Kategori:Geometriske former
Kategorija:Spiegi	Kategori:Spioner
Kategorija:PSRS volejbolisti	Kategori:Sovjetiske volleyballspillere
Kategorija:2013. gada F1 sezona	Kategori:Formel 1-sesongen 2013
Kategorija:Indijas literatūra	Kategori:Indisk litteratur
Kategorija:Lugas	Kategori:Skuespill
Kategorija:1970. gadi	Kategori:Hendelser i 1970-årene
Kategorija:1890. gadi	Kategori:Hendelser i 1890-årene
Kategorija:1336. gadā dzimušie	Kategori:Fødsler i 1336
Kategorija:Nepabeigti raksti par ķīmiju	Kategori:Kjemistubber
Veidne:8TeamBracket-Tennis35-with third	Mal:8TeamBracket-Tennis35-with third
Kategorija:Kardināli	Kategori:Kardinaler
Kategorija:969. gadā mirušie	Kategori:Dødsfall i 969
Kategorija:Svētais Krēsls	Kategori:Den hellige stol
Kategorija:Zinātniskā fantastika	Kategori:Science fiction
Kategorija:890. gads	Kategori:890
Veidne:Klimatogramma	Mal:Klimakart
Kategorija:Koloniālisms	Kategori:Kolonialisme
Kategorija:1687. gads	Kategori:1687
Kategorija:1614. gads	Kategori:1614
Kategorija:1612. gads	Kategori:1612
Kategorija:1653. gads	Kategori:1653
Kategorija:1672. gads	Kategori:1672
Kategorija:1673. gads	Kategori:1673
Kategorija:1612. gadā mirušie	Kategori:Dødsfall i 1612
Kategorija:1680. gadā mirušie	Kategori:Dødsfall i 1680
Kategorija:1691. gadā mirušie	Kategori:Dødsfall i 1691
Kategorija:1691. gads	Kategori:1691
Kategorija:1655. gadā mirušie	Kategori:Dødsfall i 1655
Kategorija:1659. gadā mirušie	Kategori:Dødsfall i 1659
Kategorija:1616. gadā mirušie	Kategori:Dødsfall i 1616
Kategorija:1614. gadā mirušie	Kategori:Dødsfall i 1614
Kategorija:1661. gadā mirušie	Kategori:Dødsfall i 1661
Kategorija:1686. gadā mirušie	Kategori:Dødsfall i 1686
Kategorija:1661. gads	Kategori:1661
Kategorija:Beznoteces ezeri	Kategori:Endorheiske innsjøer
Kategorija:Norvēģijas šahisti	Kategori:Norske sjakkspillere
Kategorija:Nīderlandes gleznotāji	Kategori:Nederlandske malere
Kategorija:Nīderlandes futbolisti	Kategori:Nederlandske fotballspillere
Kategorija:Krievijas mūzikas grupas	Kategori:Musikkgrupper fra Russland
Kategorija:Ķermeņa izmainīšana	Kategori:Kroppsmodifikasjon
Kategorija:1655. gads	Kategori:1655
Kategorija:1680. gads	Kategori:1680
Kategorija:1684. gads	Kategori:1684
Kategorija:Cenzūra	Kategori:Sensur
Kategorija:Dzejnieki	Kategori:Lyrikere
Veidne:Sidebar with collapsible lists	Mal:Sideboks med sammenklappbare lister
Kategorija:Indonēzijas provinces	Kategori:Indonesias provinser
Kategorija:Neļķu dzimta	Kategori:Nellikfamilien
Kategorija:Marts	Kategori:Dager i mars
Veidne:ValstsOS karogs BRA	Mal:FlagIOCathlete/flagg/BRA
Kategorija:Poļi	Kategori:Polakker
Kategorija:Celtnes un būves Spānijā	Kategori:Byggverk i Spania
Kategorija:User ltg	Kategori:Bruker ltg
Kategorija:User ltg-1	Kategori:Bruker ltg-1
Kategorija:Anglijas cilvēki	Kategori:Engelskmenn
Veidne:Šveices kantoni	Mal:Sveits' kantoner
Kategorija:Septembris	Kategori:Dager i september
Kategorija:User lv	Kategori:Bruker lv
Kategorija:Militārisms pēc valsts	Kategori:Militærvesen etter område
Kategorija:Ķīniešu filozofi	Kategori:Kinesiske filosofer
Kategorija:User lv-2	Kategori:Bruker lv-2
Kategorija:Vācijas diplomāti	Kategori:Tyske diplomater
Kategorija:Itālijas vēsture	Kategori:Italias historie
Kategorija:ANO ģenerālsekretāri	Kategori:FNs generalsekretærer
Kategorija:Sporta veidi Baltkrievijā	Kategori:Sport i Hviterussland etter idrett
Kategorija:Britu diriģenti	Kategori:Britiske dirigenter
Kategorija:ASV diplomāti	Kategori:Diplomater fra USA
Kategorija:Diplomāti	Kategori:Diplomater
Kategorija:Apgaismības laikmets	Kategori:Opplysningstiden
Veidne:Kventins Tarantīno	Mal:Quentin Tarantino
Kategorija:Oktobris	Kategori:Dager i oktober
Kategorija:Salvadoras pilsētas	Kategori:Byer i El Salvador
Kategorija:Klīvlenda	Kategori:Cleveland
Veidne:Talk other	Mal:Diskusjon annen
Kategorija:1994. gadā mirušie	Kategori:Dødsfall i 1994
Kategorija:1906. gadā dzimušie	Kategori:Fødsler i 1906
Kategorija:ASV pianisti	Kategori:Pianister fra USA
Kategorija:Japānas reģioni	Kategori:Regioner i Japan
Kategorija:Ģeogrāfija pēc valsts	Kategori:Geografi etter land
Kategorija:Operu komponisti	Kategori:Operakomponister
Kategorija:Slovākijas pilsētas	Kategori:Byer i Slovakia
Kategorija:Jūras	Kategori:Hav
Kategorija:Polijas pilsētas	Kategori:Byer i Polen
Veidne:Only in print	Mal:Kun ved utskrift
Kategorija:Ķīnas ģeogrāfija	Kategori:Kinas geografi
Kategorija:Komponisti pēc valsts	Kategori:Komponister etter nasjonalitet
Kategorija:Prūsija	Kategori:Preussen
Kategorija:Dienvidkorejas pilsētas	Kategori:Byer i Sør-Korea
Kategorija:Ražotāji pēc produkcijas veida	Kategori:Industriselskaper
Kategorija:Mobilo telefonu ražotāji	Kategori:Mobiltelefonprodusenter
Kategorija:Elektronikas ražotāji	Kategori:Elektronikkselskaper
Veidne:Grieķu alfabēts (sānjosla)	Mal:Greske bokstaver
Kategorija:Decembris	Kategori:Dager i desember
Kategorija:Augusts	Kategori:Dager i august
Kategorija:Maijs	Kategori:Dager i mai
Kategorija:Krikets	Kategori:Cricket
Kategorija:Somijas pilsētas	Kategori:Byer i Finland
Kategorija:Tauriņziežu dzimta	Kategori:Erteblomstfamilien
Veidne:Peldētāja infokaste	Mal:Infoboks svømmer
Literatūras vēsture	Litteraturens historie
Veidne:Rp	Mal:Rp
Mitra (dievība)	Mithra
Latvija 2014. gada Ziemas Olimpiskajās spēlēs	Latvia under Vinter-OL 2014
Ventilators	Ventilator
Moceklis	Martyr
Kategorija:Mikronēzija (valsts)	Kategori:Mikronesiaføderasjonen
Amerikānis	Amerikaner
Kategorija:Animatori	Kategori:Animatører
Kategorija:Senie laiki	Kategori:Oldtiden
Leksika	Ordforråd
Kategorija:Datorspēļu žanri	Kategori:Videospillsjangere
Kategorija:Brandenburgas pilsētas	Kategori:Kommuner i Brandenburg
Kategorija:Šaušana Olimpiskajās spēlēs	Kategori:Skyting under sommer-OL
Veidne:Kanāla infokaste	Mal:Infoboks kanal
Kategorija:Nakteņu rinda	Kategori:Solanales
Kategorija:Nakteņu dzimta	Kategori:Søtvierfamilien
Zemes magnētiskais lauks	Jordens magnetfelt
Kategorija:Anglija	Kategori:England
Kategorija:Amerikāņu literatūra	Kategori:Litteratur i USA
Kategorija:Metalurģija	Kategori:Metallurgi
Kategorija:Horvātijas vēsture	Kategori:Kroatias historie
Uzmanība	Konsentrasjon (psykologi)
Ķīnieši	Kinesere
Kategorija:Aktieri pēc valsts	Kategori:Skuespillere etter nasjonalitet
Kategorija:Tipogrāfija	Kategori:Typografi
Kategorija:Jezuīti	Kategori:Jesuitter
Padišahs	Padishah
Kategorija:Spēles uz interneta pārlūka	Kategori:Nettleserbaserte onlinespill
Kategorija:Fotomodeļi	Kategori:Modeller
IUPAC nomenklatūra	IUPAC-nomenklatur
Vikipēdija:Izmeklēti notikumi/22. novembris	Mal:November 22
Kategorija:Aprīlis	Kategori:Dager i april
Kategorija:Pārtikas konservēšana	Kategori:Matkonservering
Kategorija:Akmeņlauzīšu rinda	Kategori:Saxifragales
Kategorija:Medicīniskā diagnostika	Kategori:Medisinske undersøkelser
Kategorija:Lielbritānijas filmas	Kategori:Britiske filmer
Veidne:IMDB sērija	Mal:Imdb episode
Kategorija:295. gadā p.m.ē. dzimušie	Kategori:Fødsler i 295 f.Kr.
Kategorija:Lietotāji, kurus interesē vēsture	Kategori:Wikipedia-brukere etter interesse
Kategorija:Apvienotās Karalistes baznīcas	Kategori:Kirker i Storbritannia
Kategorija:1923. gads futbolā	Kategori:Fotball i 1923
Kategorija:Pareizticīgo svētie	Kategori:Ortodokse helgener
Kategorija:Vācijas daiļslidotāji	Kategori:Tyske kunstløpere
Kategorija:Riteņbraukšanas sacensības Francijā	Kategori:Sykkelritt i Frankrike
Kategorija:Kaujas ar Polijas piedalīšanos	Kategori:Slag med deltagelse av Polen
Veidne:Str ≥ len	Mal:Str ≥ len
Kategorija:2009. gadā mirušie	Kategori:Dødsfall i 2009
Kategorija:Datoru veidnes	Kategori:Datamaler
Kategorija:Oāzes	Kategori:Oaser
Kategorija:Antarktīdas zemesragi	Kategori:Nes i Antarktis
Kategorija:Apvienotās Karalistes bijušie uzņēmumi	Kategori:Tidligere britiske selskaper
Kategorija:Niue	Kategori:Niue
Kategorija:Sicīlijas karaļi	Kategori:Sicilianske konger
Kategorija:Marke	Kategori:Marche
Kategorija:Metafizika	Kategori:Metafysikk
Kategorija:Krievijas Impērijas guberņas	Kategori:Russlands guvernementer
Kategorija:Rūtu dzimta	Kategori:Rutefamilien
Kategorija:Analītiskā filozofija	Kategori:Analytisk filosofi
Kategorija:Hronisti	Kategori:Kronikører
Kategorija:1161. gadā dzimušie	Kategori:Fødsler i 1161
Kategorija:1148. gadā dzimušie	Kategori:Fødsler i 1148
Kategorija:1216. gadā mirušie	Kategori:Dødsfall i 1216
Kategorija:Spānijas uzņēmumi	Kategori:Spanske selskaper
Kategorija:Tallinā dzimušie	Kategori:Personer fra Tallinn
Kategorija:Sporta veidi 2014. gada Ziemas Olimpiskajās spēlēs	Kategori:Øvelser under Vinter-OL 2014
Kategorija:Gruzijas vēsture	Kategori:Georgias historie
Kategorija:Dzirde	Kategori:Hørsel
Kategorija:Skandināvu mitoloģija	Kategori:Norrøn mytologi
Kategorija:Pašvaldības	Kategori:Kommuner
Kategorija:Toksikoloģija	Kategori:Toksikologi
Kategorija:Taksonomija	Kategori:Systematisk biologi
Kategorija:Arābu-Izraēlas konflikts	Kategori:Midtøsten-konflikten
Kategorija:Kaujas ar Apvienotās Karalistes piedalīšanos	Kategori:Slag med deltagelse av Storbritannia
Veidne:Bioķīmija-aizmetnis	Mal:Biokjemistubb
Kategorija:Datorzinātne	Kategori:Informatikk
Kategorija:Mezoamerika	Kategori:Mesoamerika
Kategorija:Literatūras žanri	Kategori:Litterære sjangre
Veidne:Saite-starpviki	Mal:Link-interwiki
Kategorija:Saules sistēma	Kategori:Solsystemet
Kategorija:Veneto provinces	Kategori:Provinser i Veneto
Kategorija:Angļu rakstnieki	Kategori:Engelske forfattere
Kategorija:Kvēkeri	Kategori:Vennenes samfunn
Kategorija:Dāņu kinorežisori	Kategori:Danske regissører
Kategorija:Animācijas filmas	Kategori:Animasjonsfilmer
Kategorija:1924. gads futbolā	Kategori:Fotball i 1924
Kategorija:1925. gads futbolā	Kategori:Fotball i 1925
Kategorija:1927. gads futbolā	Kategori:Fotball i 1927
Kategorija:Organizācijas pēc valsts	Kategori:Organisasjoner etter område
Kategorija:Ornitoloģija	Kategori:Ornitologi
Kategorija:1394. gads	Kategori:1394
Kategorija:1388. gads	Kategori:1388
Kategorija:1453. gads	Kategori:1453
Kategorija:Tokija	Kategori:Tokyo
Veidne:FIFA player	Mal:FIFA-spiller
Kategorija:Hebei	Kategori:Hebei
Kategorija:Austriešu filozofi	Kategori:Østerrikske filosofer
Kategorija:980. gadā dzimušie	Kategori:Fødsler i 980
Kategorija:2. gads	Kategori:2
Kategorija:1037. gadā mirušie	Kategori:Dødsfall i 1037
Kategorija:3. gads	Kategori:3
Kategorija:1. gads	Kategori:1
Kategorija:5. gads	Kategori:5
Kategorija:7. gads	Kategori:7
Veidne:UEFA player	Mal:UEFA-spiller
Kategorija:9. gads	Kategori:9
Kategorija:10. gadā dzimušie	Kategori:Fødsler i 10
Kategorija:11. gads	Kategori:11
Kategorija:12. gads	Kategori:12
Kategorija:13. gads	Kategori:13
Kategorija:1896. gada Vasaras Olimpisko spēļu dalībnieki	Kategori:Deltakere under Sommer-OL 1896
Kategorija:15. gads	Kategori:15
Kategorija:16. gads	Kategori:16
Kategorija:Starpvalstu organizācijas	Kategori:Internasjonale organisasjoner
Kategorija:17. gads	Kategori:17
Kategorija:17. gadā mirušie	Kategori:Dødsfall i 17
Kategorija:Fiziskā ģeogrāfija	Kategori:Fysisk geografi
Kategorija:Entomoloģija	Kategori:Entomologi
Kategorija:19. gads	Kategori:19
Kategorija:19. gadā mirušie	Kategori:Dødsfall i 19
Kategorija:Posmkāji	Kategori:Leddyr
Kategorija:21. gads	Kategori:21
Kategorija:23. gads	Kategori:23
Kategorija:26. gads	Kategori:26
Kategorija:Rūpniecība	Kategori:Industri
Veidne:Dagger	Mal:Dagger
Kategorija:Dominikānas ģeogrāfija	Kategori:Den dominikanske republikks geografi
Kategorija:28. gads	Kategori:28
Kategorija:30. gadā dzimušie	Kategori:Fødsler i 30
Kategorija:31. gads	Kategori:31
Kategorija:32. gadā dzimušie	Kategori:Fødsler i 32
Kategorija:Izgudrotāji	Kategori:Oppfinnere
Kategorija:33. gads	Kategori:33
Kategorija:35. gads	Kategori:35
Kategorija:37. gads	Kategori:37
Kategorija:Dominikāna	Kategori:Den dominikanske republikk
Kategorija:37. gadā dzimušie	Kategori:Fødsler i 37
Kategorija:38. gads	Kategori:38
Kategorija:39. gads	Kategori:39
Kategorija:39. gadā mirušie	Kategori:Dødsfall i 39
Kategorija:Peru rakstnieki	Kategori:Peruanske forfattere
Kategorija:Popārts	Kategori:Popkunst
Kategorija:41. gads	Kategori:41
Kategorija:41. gadā mirušie	Kategori:Dødsfall i 41
Kategorija:Hidroloģija	Kategori:Hydrologi
Kategorija:43. gads	Kategori:43
Kategorija:44. gads	Kategori:44
Kategorija:Ūdens	Kategori:Vann
Kategorija:47. gads	Kategori:47
Kategorija:1456. gads	Kategori:1456
Kategorija:1136. gads	Kategori:1136
Kategorija:51. gads	Kategori:51
Kategorija:51. gadā dzimušie	Kategori:Fødsler i 51
Kategorija:53. gadā dzimušie	Kategori:Fødsler i 53
Kategorija:54. gads	Kategori:54
Kategorija:55. gads	Kategori:55
Kategorija:65. gads	Kategori:65
Kategorija:65. gadā mirušie	Kategori:Dødsfall i 65
Kategorija:69. gads	Kategori:69
Kategorija:69. gadā mirušie	Kategori:Dødsfall i 69
Kategorija:76. gadā mirušie	Kategori:Dødsfall i 76
Kategorija:78. gads	Kategori:78
Kategorija:89. gads	Kategori:89
Kategorija:96. gads	Kategori:96
Kategorija:96. gadā mirušie	Kategori:Dødsfall i 96
Kategorija:98. gads	Kategori:98
Kategorija:99. gads	Kategori:99
Kategorija:101. gads	Kategori:101
Kategorija:103. gads	Kategori:103
Kategorija:106. gads	Kategori:106
Kategorija:112. gads	Kategori:112
Kategorija:115. gadā mirušie	Kategori:Dødsfall i 115
Kategorija:117. gads	Kategori:117
Kategorija:117. gadā mirušie	Kategori:Dødsfall i 117
Kategorija:120. gads	Kategori:120
Kategorija:121. gadā dzimušie	Kategori:Fødsler i 121
Kategorija:127. gads	Kategori:127
Kategorija:138. gads	Kategori:138
Kategorija:138. gadā mirušie	Kategori:Dødsfall i 138
Kategorija:Kaukāza valodas	Kategori:Kaukasiske språk
Kategorija:145. gads	Kategori:145
Kategorija:155. gads	Kategori:155
Kategorija:Somālijas ģeogrāfija	Kategori:Somalias geografi
Kategorija:1588. gadā dzimušie	Kategori:Fødsler i 1588
Kategorija:1679. gadā mirušie	Kategori:Dødsfall i 1679
Kategorija:161. gadā mirušie	Kategori:Dødsfall i 161
Kategorija:1768. gadā mirušie	Kategori:Dødsfall i 1768
Kategorija:1682. gadā mirušie	Kategori:Dødsfall i 1682
Kategorija:1604. gadā dzimušie	Kategori:Fødsler i 1604
Kategorija:Īvju dzimta	Kategori:Barlindfamilien
Kategorija:Sapindu rinda	Kategori:Sapindales
Kategorija:1604. gads	Kategori:1604
Kategorija:Spireju apakšdzimta	Kategori:Spireafamilien
Veidne:Sfn	Mal:Sfn
Kategorija:1000. gads	Kategori:1000
Kategorija:180. gads	Kategori:180
Kategorija:180. gadā mirušie	Kategori:Dødsfall i 180
Kategorija:188. gads	Kategori:188
Kategorija:192. gads	Kategori:192
Kategorija:192. gadā mirušie	Kategori:Dødsfall i 192
Kategorija:Plēsēji	Kategori:Rovdyr
Kategorija:199. gads	Kategori:199
Kategorija:199. gadā mirušie	Kategori:Dødsfall i 199
Kategorija:211. gads	Kategori:211
Kategorija:211. gadā mirušie	Kategori:Dødsfall i 211
Kategorija:217. gads	Kategori:217
Kategorija:217. gadā mirušie	Kategori:Dødsfall i 217
Kategorija:218. gads	Kategori:218
Kategorija:222. gads	Kategori:222
Kategorija:222. gadā mirušie	Kategori:Dødsfall i 222
Kategorija:10. gads	Kategori:10
Kategorija:100. gads	Kategori:100
Kategorija:235. gadā mirušie	Kategori:Dødsfall i 235
Kategorija:1001. gads	Kategori:1001
Kategorija:1002. gads	Kategori:1002
Kategorija:1003. gads	Kategori:1003
Kategorija:Brazīlijas mūzika	Kategori:Brasiliansk musikk
Kategorija:1004. gads	Kategori:1004
Kategorija:Standartizācijas organizācijas	Kategori:Standardiseringsorganisasjoner
Kategorija:1005. gads	Kategori:1005
